"State","Area.Code","Phone","Account.Length","VMail.Message","Day.Mins","Eve.Mins","Night.Mins","Intl.Mins","CustServ.Calls","Intl.Plan","VMail.Plan","Day.Calls","Day.Charge","Eve.Calls","Eve.Charge","Night.Calls","Night.Charge","Intl.Calls","Intl.Charge","Churn"
"MN",415,3909735,125,29,260.8,163.7,271.7,17,1,1,1,81,44.34,112,13.91,117,12.23,6,4.59,"1"
"OK",408,3504820,160,0,166.4,317,160.4,10,1,0,0,117,28.29,129,26.95,121,7.22,2,2.7,"0"
"KS",415,3838807,79,0,177.9,167.3,223.7,15.2,0,0,0,83,30.24,84,14.22,142,10.07,8,4.1,"0"
"RI",415,3668382,36,0,235.1,196.8,259.7,7,3,0,0,97,39.97,104,16.73,110,11.69,7,1.89,"0"
"DC",415,4029704,102,0,186.8,173.7,250.9,9.7,2,0,0,92,31.76,123,14.76,131,11.29,4,2.62,"0"
"MN",415,3432689,125,0,240.7,269.4,187.1,10.1,0,0,0,82,40.92,85,22.9,74,8.42,3,2.73,"1"
"WI",408,3839448,72,0,179.9,149.8,168.2,9.8,2,0,0,113,30.58,112,12.73,79,7.57,7,2.65,"0"
"MI",415,3596232,74,0,314.1,222.4,259,12.3,3,0,0,86,53.4,99,18.9,121,11.66,5,3.32,"1"
"MI",415,3699772,134,41,162,324.7,160.1,11.9,0,0,1,82,27.54,77,27.6,112,7.2,5,3.21,"0"
"AL",510,3526732,136,0,109.4,207.5,135,11.6,0,0,0,91,18.6,111,17.64,107,6.08,5,3.13,"0"
"SC",510,3887540,209,0,255.1,230.6,218,8.5,3,0,0,124,43.37,110,19.6,69,9.81,5,2.3,"1"
"WI",415,3563333,66,0,208.7,173.3,264.7,8.3,3,1,0,84,35.48,88,14.73,107,11.91,3,2.24,"0"
"VT",510,3339664,152,20,214.6,96.6,170.7,7.9,1,0,1,108,36.48,82,8.21,145,7.68,5,2.13,"0"
"CT",408,3633763,162,0,49.2,143.9,203,12.1,1,0,0,121,8.36,136,12.23,97,9.14,13,3.27,"0"
"OR",510,3457900,72,0,141.3,134.9,227.5,11.2,2,0,0,133,24.02,96,11.47,97,10.24,3,3.02,"0"
"RI",408,4049775,46,0,40.4,172.4,145.1,9,2,0,0,105,6.87,83,14.65,89,6.53,2,2.43,"0"
"MI",408,3894608,132,0,291.2,234.2,191.7,8.9,1,0,0,104,49.5,132,19.91,87,8.63,3,2.4,"1"
"ME",415,4031742,193,31,71.2,124.7,155.5,11.7,0,0,1,58,12.1,105,10.6,108,7,3,3.16,"0"
"NE",510,3599223,124,0,191.3,261.5,182.3,10,1,0,0,134,32.52,113,22.23,111,8.2,3,2.7,"0"
"DC",415,3367696,144,0,133.3,255.5,228.6,11.6,0,0,0,101,22.66,127,21.72,68,10.29,2,3.13,"0"
"NH",408,4107553,97,28,283.1,185.4,312.8,6.1,1,0,1,93,48.13,98,15.76,78,14.08,8,1.65,"0"
"WV",510,3764284,137,50,186.5,178,215.6,12.1,2,0,1,94,31.71,106,15.13,100,9.7,4,3.27,"0"
"IL",415,3342800,142,38,163.3,136,249.1,4.3,0,0,1,104,27.76,114,11.56,127,11.21,6,1.16,"0"
"OK",510,3691904,84,0,203.4,182.9,213.7,13.8,1,0,0,125,34.58,88,15.55,121,9.62,2,3.73,"0"
"NH",415,3593833,119,19,178.1,212.8,226.3,10,1,0,1,110,30.28,100,18.09,123,10.18,6,2.7,"0"
"MI",415,3485569,158,0,195.9,89.1,302.2,10.3,1,0,0,103,33.3,95,7.57,82,13.6,3,2.78,"0"
"LA",408,3529050,98,0,136.1,156.3,158.8,10.1,2,0,0,82,23.14,118,13.29,83,7.15,5,2.73,"0"
"HI",415,3905316,101,24,114.1,161.5,176.3,13,2,0,1,95,19.4,86,13.73,90,7.93,9,3.51,"0"
"NJ",415,4188568,182,0,279.1,180.5,217.5,9.5,2,0,0,124,47.45,108,15.34,104,9.79,11,2.57,"1"
"WV",408,4014844,51,0,169.3,139.5,197,12,0,0,0,111,28.78,69,11.86,87,8.87,3,3.24,"0"
"NC",510,3765471,117,0,214.4,138,148.7,9.9,2,0,0,94,36.45,149,11.73,102,6.69,1,2.67,"0"
"NJ",408,4057119,156,27,192.3,199.9,244.2,14.8,1,0,1,137,32.69,115,16.99,112,10.99,8,4,"0"
"NJ",510,4053309,127,0,245.2,217.2,243.1,13.9,0,0,0,91,41.68,92,18.46,128,10.94,6,3.75,"1"
"NC",408,3844938,130,0,216.2,363.7,126.7,16.9,5,1,0,106,36.75,86,30.91,123,5.7,2,4.56,"1"
"NM",408,3772725,158,0,172.4,256.6,235.3,0,2,0,0,114,29.31,69,21.81,104,10.59,0,0,"0"
"MS",510,4056398,145,30,175.3,153.3,233.6,11.1,1,1,1,107,29.8,116,13.03,85,10.51,3,3,"0"
"TX",415,3559366,90,26,169,188.8,213.3,13.3,0,1,1,104,28.73,104,16.05,76,9.6,3,3.59,"1"
"ID",415,3849682,109,0,184.1,211.7,243,9.9,1,0,0,143,31.3,105,17.99,116,10.93,2,2.67,"0"
"AL",415,3525393,88,0,181.9,151.5,143,7.5,1,0,0,90,30.92,87,12.88,100,6.44,3,2.03,"0"
"WY",510,3951229,101,9,160.1,210,139.1,10.8,0,0,1,116,27.22,121,17.85,65,6.26,9,2.92,"0"
"HI",510,3619195,171,0,189.8,173.7,257.1,10.3,0,0,0,122,32.27,85,14.76,84,11.57,1,2.78,"0"
"VA",415,3516366,21,0,223.2,216.5,214.7,12.4,1,0,0,142,37.94,114,18.4,111,9.66,2,3.35,"0"
"WV",408,3464919,145,31,216,225.1,234.7,10.7,2,0,1,94,36.72,123,19.13,109,10.56,1,2.89,"0"
"CA",408,3692743,33,0,159.5,195.4,102.4,7.1,1,0,0,115,27.12,118,16.61,86,4.61,7,1.92,"0"
"PA",408,3431347,61,40,105,180.6,174.1,10.2,2,0,1,78,17.85,100,15.35,115,7.83,2,2.75,"1"
"CO",415,3365495,107,0,204.5,162.4,155,13.4,3,0,0,108,34.77,110,13.8,102,6.98,1,3.62,"0"
"AL",510,3918677,117,0,158.7,181.7,177.3,7.7,2,0,0,84,26.98,91,15.44,67,7.98,10,2.08,"0"
"AL",415,3507273,95,0,229.9,202.4,171.4,14.2,1,0,0,116,39.08,110,17.2,105,7.71,6,3.83,"0"
"MI",415,4223052,128,0,179.4,270.4,191,7.9,0,0,0,94,30.5,92,22.98,88,8.59,4,2.13,"0"
"AK",408,3656756,55,39,139.3,178.3,246.5,8.1,3,0,1,101,23.68,117,15.16,104,11.09,1,2.19,"0"
"OH",415,4064158,134,0,7.8,171.4,186.5,12.9,2,0,0,86,1.33,100,14.57,80,8.39,2,3.48,"0"
"IN",415,3834641,96,23,183.1,147.4,350.2,11.3,1,0,1,88,31.13,89,12.53,108,15.76,7,3.05,"0"
"SC",415,3685165,107,0,206.9,262.4,149.3,10.7,0,0,0,79,35.17,117,22.3,69,6.72,3,2.89,"0"
"KS",415,3782432,123,0,140,153.7,50.1,12.5,2,0,0,106,23.8,101,13.06,87,2.25,1,3.38,"0"
"OK",415,3624159,35,0,179.2,283.3,285.4,5.8,2,0,0,59,30.46,101,24.08,83,12.84,7,1.57,"0"
"WI",408,3637979,74,0,177.4,240.3,237.3,12,0,0,0,136,30.16,104,20.43,133,10.68,3,3.24,"0"
"IN",408,3349818,130,0,115.6,167.8,141.8,12.6,1,0,0,129,19.65,104,14.26,124,6.38,9,3.4,"0"
"IL",408,3525787,137,0,237.3,176.7,263.4,14.2,0,1,0,103,40.34,84,15.02,81,11.85,4,3.83,"1"
"TN",415,3323617,88,0,181.5,187,220.3,10.5,1,0,0,116,30.86,119,15.9,96,9.91,7,2.84,"0"
"NC",408,3387527,116,19,155.7,185.4,192.7,8.2,3,0,1,104,26.47,118,15.76,116,8.67,2,2.21,"0"
"RI",510,3488711,123,23,245,265,239.7,14.9,2,0,1,88,41.65,105,22.53,108,10.79,3,4.02,"0"
"MS",415,4213226,120,0,131.7,163.1,201.1,10.7,1,0,0,99,22.39,109,13.86,116,9.05,3,2.89,"0"
"VA",415,3914358,146,0,111.1,313.4,215.7,10.5,1,1,0,126,18.89,95,26.64,82,9.71,6,2.84,"0"
"KY",510,3792523,106,9,88.5,324.8,79.9,8.2,3,0,1,100,15.05,109,27.61,86,3.6,4,2.21,"0"
"WI",510,3821227,137,0,155.5,133.1,253.1,9.1,1,0,0,81,26.44,94,11.31,77,11.39,2,2.46,"0"
"NH",408,4095749,84,30,106.5,225.7,188.6,5.7,2,0,1,65,18.11,108,19.18,61,8.49,3,1.54,"0"
"WI",408,4153537,161,0,154.7,177.8,172.9,5.9,4,0,0,84,26.3,125,15.11,90,7.78,2,1.59,"1"
"NJ",510,3733959,134,34,247.2,225.5,186.3,6.1,2,0,1,105,42.02,133,19.17,76,8.38,5,1.65,"1"
"ME",415,3581346,62,32,218.4,236.7,192.2,13.2,0,1,1,93,37.13,132,20.12,137,8.65,3,3.56,"1"
"WY",415,3818422,120,24,227.5,234.9,166.4,9,1,0,1,81,38.68,71,19.97,128,7.49,13,2.43,"0"
"IN",408,3609005,130,30,185,249.5,157.8,7.4,0,0,1,117,31.45,141,21.21,103,7.1,7,2,"0"
"WI",408,3445967,20,0,186.8,253.4,273.1,12.3,2,0,0,89,31.76,51,21.54,105,12.29,6,3.32,"0"
"CA",415,3465036,112,0,208.7,212.8,178.1,8.5,0,0,0,150,35.48,104,18.09,98,8.01,4,2.3,"0"
"IN",408,3287252,77,0,185.9,212,282.3,11.3,3,0,0,95,31.6,98,18.02,81,12.7,4,3.05,"0"
"SC",415,3601745,109,0,222.5,169.7,264.3,9,2,0,0,74,37.83,75,14.42,94,11.89,3,2.43,"0"
"IN",415,3582046,108,0,201.1,170.7,237.4,11.6,3,0,0,101,34.19,86,14.51,113,10.68,3,3.13,"0"
"IA",415,3446935,79,17,167.9,243.7,211.9,9.1,1,0,1,114,28.54,93,20.71,114,9.54,2,2.46,"0"
"MD",408,4019665,119,0,239.1,243.5,230.9,10.9,3,0,0,88,40.65,79,20.7,92,10.39,3,2.94,"1"
"AR",415,4096588,109,29,111.2,263.5,224.7,9,6,0,1,90,18.9,98,22.4,128,10.11,6,2.43,"1"
"MN",415,4147446,134,0,244.1,246.9,200,7.2,0,0,0,99,41.5,111,20.99,133,9,2,1.94,"0"
"WA",415,3299517,47,27,165,127.3,284.4,7.7,2,0,1,89,28.05,118,10.82,95,12.8,4,2.08,"0"
"MS",408,4159553,59,27,127.4,103.3,164.2,9.1,0,0,1,110,21.66,99,8.78,73,7.39,3,2.46,"0"
"ID",415,4133177,151,0,194.8,292.7,224.6,5.5,0,0,0,106,33.12,103,24.88,82,10.11,3,1.49,"0"
"VA",510,3302662,107,27,283.4,224.1,241.3,14.4,2,0,1,104,48.18,152,19.05,63,10.86,7,3.89,"0"
"MT",408,3305824,137,0,258,246.5,173.2,10.9,0,1,0,112,43.86,117,20.95,100,7.79,3,2.94,"1"
"HI",415,3298788,24,0,235.6,115.9,185.4,16.2,0,0,0,132,40.05,129,9.85,136,8.34,2,4.37,"0"
"NC",408,3337869,169,0,142.5,231.4,131.2,10,2,0,0,82,24.23,110,19.67,67,5.9,4,2.7,"0"
"MN",408,3994800,30,0,54,179.3,247.2,10.2,1,0,0,68,9.18,96,15.24,101,11.12,8,2.75,"0"
"WV",415,4022072,70,0,214.8,131,216.9,9.4,3,0,0,87,36.52,114,11.14,104,9.76,3,2.54,"0"
"SD",510,4036187,52,0,251.4,196.6,192,11,0,1,0,118,42.74,80,16.71,53,8.64,2,2.97,"1"
"HI",408,3552872,3,0,139,250.7,286.2,6.1,4,0,0,99,23.63,108,21.31,87,12.88,3,1.65,"0"
"MS",415,3862970,38,0,117.3,208.7,203.4,14.4,2,0,0,114,19.94,105,17.74,98,9.15,2,3.89,"0"
"LA",408,3487556,27,0,82.6,204,224.2,9.1,1,0,0,105,14.04,99,17.34,122,10.09,4,2.46,"0"
"KS",415,3349163,166,28,175.8,253.6,128.5,11.4,1,1,1,126,29.89,76,21.56,72,5.78,5,3.08,"0"
"MA",408,4114293,13,0,220.4,211.2,259.3,13.6,2,0,0,100,37.47,79,17.95,112,11.67,8,3.67,"0"
"AK",408,3755562,52,0,217,152.3,134.3,11.8,2,0,0,104,36.89,83,12.95,109,6.04,4,3.19,"0"
"NH",415,3832251,90,42,193.3,263.3,214.4,11.1,0,0,1,66,32.86,85,22.38,97,9.65,4,3,"0"
"WV",415,3513169,62,0,189.5,103.8,180.6,10.8,2,0,0,122,32.22,95,8.82,106,8.13,5,2.92,"0"
"AZ",415,4136380,82,33,137.8,235.5,268.1,11,2,0,1,95,23.43,128,20.02,70,12.06,6,2.97,"0"
"ME",510,3809674,52,0,129.3,142.7,258.3,12.3,3,0,0,80,21.98,101,12.13,89,11.62,4,3.32,"0"
"NH",510,3452319,146,0,115.6,213.6,218.4,10.7,1,0,0,77,19.65,100,18.16,72,9.83,6,2.89,"0"
"ID",415,3583692,130,0,263.7,186.5,195.3,18.3,1,0,0,113,44.83,103,15.85,99,8.79,6,4.94,"1"
"WI",408,4005831,90,0,61.3,194.4,143.1,11.4,1,0,0,91,10.42,94,16.52,80,6.44,9,3.08,"0"
"NM",408,3575995,147,0,183.8,164.7,111,10.1,1,1,0,113,31.25,110,14,87,5,4,2.73,"0"
"IL",510,3985954,74,27,154.1,195.3,276.7,13.2,4,0,1,122,26.2,150,16.6,86,12.45,2,3.56,"0"
"TX",408,3856175,130,0,252,170.2,209.2,5.7,0,0,0,101,42.84,105,14.47,64,9.41,5,1.54,"0"
"RI",408,3342961,155,0,163.1,291.7,96.4,11.2,0,1,0,94,27.73,108,24.79,111,4.34,3,3.02,"0"
"MI",415,4054303,87,0,198.3,187,133.5,16.6,2,0,0,80,33.71,89,15.9,96,6.01,4,4.48,"0"
"OR",415,4064100,81,0,324.7,236.4,187.6,13.1,0,0,0,48,55.2,82,20.09,78,8.44,5,3.54,"1"
"MS",415,3888948,123,0,125.5,128.9,251.9,6.3,4,1,0,106,21.34,96,10.96,129,11.34,6,1.7,"1"
"MS",510,4025509,130,26,257.2,224.3,204,12.6,1,0,1,108,43.72,122,19.07,118,9.18,4,3.4,"0"
"HI",415,3672598,99,0,124.6,146.4,169.4,10.5,1,0,0,90,21.18,70,12.44,95,7.62,6,2.84,"0"
"WV",408,3705001,36,0,175.1,216.9,243.7,9.9,1,0,0,144,29.77,69,18.44,146,10.97,3,2.67,"0"
"WV",415,3323693,87,0,124.3,173.4,256.3,7.5,3,0,0,91,21.13,105,14.74,109,11.53,5,2.03,"0"
"WV",415,4039766,139,0,271.6,156,136.3,11.6,2,0,0,130,46.17,131,13.26,108,6.13,9,3.13,"0"
"IN",510,3632407,189,0,219.9,143.3,130.6,11.7,1,0,0,80,37.38,117,12.18,69,5.88,7,3.16,"0"
"NM",415,3959214,96,33,183.3,201.4,177.4,10.4,3,0,1,115,31.16,87,17.12,84,7.98,15,2.81,"0"
"DE",408,3518894,112,0,101.1,214.4,179.5,10.3,2,0,0,119,17.19,67,18.22,112,8.08,5,2.78,"0"
"NC",408,4065003,75,0,203.3,228.9,222.2,14.3,1,0,0,70,34.56,97,19.46,118,10,3,3.86,"0"
"NM",415,3981332,178,35,175.4,190,138.7,10.5,2,0,1,88,29.82,65,16.15,94,6.24,3,2.84,"0"
"SC",415,3638033,112,0,266,214.6,306.2,14.2,2,0,0,97,45.22,94,18.24,100,13.78,2,3.83,"1"
"NJ",415,3331012,108,41,171.6,136.1,183.4,10.8,0,0,1,110,29.17,78,11.57,103,8.25,7,2.92,"0"
"RI",510,3361353,121,20,211.9,215.1,238.5,9.4,0,0,1,110,36.02,120,18.28,107,10.73,2,2.54,"0"
"SD",415,3655629,116,0,63.7,195.8,210.1,10,1,0,0,101,10.83,95,16.64,87,9.45,6,2.7,"0"
"NH",415,3494397,161,0,173.4,213.7,141.5,11.5,1,0,0,100,29.48,74,18.16,69,6.37,4,3.11,"0"
"AL",415,3803910,19,0,237.7,207.1,182.2,4.5,0,1,0,98,40.41,121,17.6,95,8.2,4,1.22,"0"
"WV",415,3547820,104,0,225.9,162.8,272.1,10.1,1,0,0,123,38.4,106,13.84,85,12.24,4,2.73,"0"
"MD",415,4051821,125,0,224.9,143.8,198.9,8,0,0,0,102,38.23,87,12.22,105,8.95,2,2.16,"0"
"IN",510,3298669,156,0,237.7,181.5,185.7,7.7,1,0,0,122,40.41,91,15.43,151,8.36,4,2.08,"0"
"NH",510,4093018,95,0,142.5,176.1,189.6,8.2,2,0,0,109,24.23,107,14.97,88,8.53,3,2.21,"0"
"MN",408,4215994,90,0,142.4,126.2,274.2,4.6,1,0,0,126,24.21,118,10.73,71,12.34,4,1.24,"0"
"MA",415,3544448,105,21,147,197.3,267.4,8.7,2,0,1,112,24.99,43,16.77,93,12.03,3,2.35,"0"
"NH",510,3525081,101,0,220.3,188.6,278.4,10.6,1,0,0,124,37.45,101,16.03,98,12.53,4,2.86,"0"
"MN",415,4017803,95,0,149.2,260.7,201,8.1,1,0,0,96,25.36,116,22.16,120,9.05,2,2.19,"0"
"IA",415,4206052,123,0,204.4,137.5,226,10,0,0,0,88,34.75,111,11.69,100,10.17,4,2.7,"0"
"AL",510,3888583,141,28,308,247.8,152.9,7.4,1,0,1,123,52.36,128,21.06,103,6.88,3,2,"0"
"NM",415,4029304,81,0,173.2,236.2,240.2,11.8,2,0,0,80,29.44,94,20.08,84,10.81,6,3.19,"0"
"CA",415,3411916,75,19,210.3,241.8,215.7,13.1,4,0,1,90,35.75,87,20.55,102,9.71,3,3.54,"0"
"MA",408,3812745,126,24,58.9,305.5,158.9,12.1,0,0,1,125,10.01,90,25.97,73,7.15,6,3.27,"0"
"ME",415,4025014,28,0,236.8,167.1,280.2,9.7,3,0,0,102,40.26,87,14.2,115,12.61,3,2.62,"0"
"FL",415,3998846,153,0,228.9,160.7,203.1,12.5,0,0,0,102,38.91,136,13.66,109,9.14,2,3.38,"0"
"NH",408,3289267,97,32,90,276.3,185.2,8.6,2,0,1,87,15.3,113,23.49,107,8.33,6,2.32,"1"
"IN",408,3487224,115,0,146.7,106.2,197.7,11.1,2,0,0,128,24.94,74,9.03,104,8.9,4,3,"0"
"WI",408,3362190,95,0,237.3,154,237,11.2,1,0,0,83,40.34,65,13.09,105,10.67,6,3.02,"0"
"MA",415,3764705,17,0,162.8,229.6,332.7,13.6,0,1,0,118,27.68,91,19.52,94,14.97,3,3.67,"1"
"NH",415,3814076,105,20,186.9,256.3,334.7,8.9,1,0,1,114,31.77,91,21.79,104,15.06,2,2.4,"0"
"NC",408,4127020,125,0,212.3,215.4,186.8,11.3,2,0,0,89,36.09,127,18.31,73,8.41,2,3.05,"0"
"CT",415,3868432,124,0,151,120.6,152.8,9.2,2,0,0,98,25.67,119,10.25,81,6.88,2,2.48,"0"
"WY",510,3661084,134,0,296,226.4,246.8,12.3,0,0,0,93,50.32,117,19.24,98,11.11,10,3.32,"1"
"LA",510,3524182,123,32,212.3,251.5,208.7,6.6,3,0,1,77,36.09,78,21.38,85,9.39,2,1.78,"0"
"NV",415,3685628,124,0,234.4,179.3,285.5,10.4,3,0,0,61,39.85,111,15.24,117,12.85,6,2.81,"0"
"WV",510,3338996,133,0,176.8,187.5,196.8,6.5,2,0,0,92,30.06,97,15.94,88,8.86,3,1.76,"0"
"AR",415,3532557,185,19,157.3,257.7,190.4,9.6,0,0,1,123,26.74,94,21.9,107,8.57,6,2.59,"0"
"SC",415,3568621,1,26,146.6,172.8,173.8,10,1,0,1,68,24.92,67,14.69,113,7.82,2,2.7,"0"
"KS",415,3546942,107,0,260.5,102.4,129.7,9.8,1,0,0,108,44.29,110,8.7,148,5.84,5,2.65,"0"
"NY",415,3779829,91,20,146.1,277.4,137.7,6.2,1,0,1,98,24.84,104,23.58,100,6.2,3,1.67,"0"
"MI",408,3484660,178,0,124.5,141.2,268.2,11.4,2,1,0,134,21.17,78,12,113,12.07,2,3.08,"1"
"MA",415,4105199,123,0,209.4,237.4,239.2,9.8,1,0,0,49,35.6,117,20.18,98,10.76,11,2.65,"0"
"UT",415,3976542,170,0,285.7,167.5,260,8.7,1,0,0,44,48.57,144,14.24,97,11.7,4,2.35,"1"
"HI",415,3334492,135,0,190.9,161.4,231.9,8.4,1,0,0,44,32.45,109,13.72,100,10.44,2,2.27,"0"
"PA",408,4059573,85,0,144.4,264.6,185.4,9.9,1,0,0,88,24.55,105,22.49,94,8.34,3,2.67,"0"
"TN",415,4195501,148,36,77.6,207,255.7,10.9,1,0,1,141,13.19,60,17.6,115,11.51,2,2.94,"0"
"CT",415,4044809,93,0,271.1,237.4,145.4,8.4,1,0,0,101,46.09,133,20.18,103,6.54,6,2.27,"1"
"AZ",415,3446334,138,0,240.8,144.5,125.7,11.6,0,0,0,104,40.94,92,12.28,98,5.66,1,3.13,"0"
"OR",510,4001899,159,0,114.8,192.6,259,12.2,0,0,0,98,19.52,101,16.37,108,11.66,5,3.29,"0"
"DE",415,3465053,103,34,138.8,142,183.8,11.8,1,0,1,80,23.6,108,12.07,77,8.27,7,3.19,"0"
"MA",408,3982148,150,27,209.8,155,251.5,7.2,0,0,1,112,35.67,80,13.18,111,11.32,6,1.94,"0"
"AR",415,4118956,33,0,164,153.1,123.8,6.4,0,1,0,99,27.88,102,13.01,104,5.57,4,1.73,"0"
"SD",415,3903761,55,0,245.5,192.7,141.7,9.1,1,0,0,130,41.74,54,16.38,83,6.38,4,2.46,"0"
"CT",408,3773876,134,32,80.3,199.9,170.8,16.6,0,0,1,94,13.65,124,16.99,117,7.69,3,4.48,"0"
"CT",408,3452476,107,0,90.7,207.5,169.4,5.6,2,0,0,90,15.42,109,17.64,96,7.62,5,1.51,"0"
"MA",408,3377879,80,36,190.3,256.6,214.9,3.8,1,0,1,115,32.35,78,21.81,145,9.67,4,1.03,"0"
"MS",408,3617283,78,0,108.6,209.9,222.6,7.9,1,0,0,108,18.46,126,17.84,117,10.02,5,2.13,"1"
"MT",408,3724868,85,17,89.8,233.2,165.7,9.3,4,0,1,88,15.27,75,19.82,116,7.46,7,2.51,"1"
"AK",415,3468863,61,15,252.4,187.8,259.6,10,2,0,1,106,42.91,69,15.96,137,11.68,3,2.7,"0"
"DE",415,3905267,97,32,183.4,269.1,203.5,6.7,5,0,1,94,31.18,120,22.87,38,9.16,4,1.81,"0"
"OH",408,3921547,136,0,183.4,141.9,200.4,10.4,2,1,0,103,31.18,113,12.06,122,9.02,9,2.81,"0"
"MN",408,3408177,135,0,155.2,135.9,184.6,3.8,3,0,0,100,26.38,84,11.55,82,8.31,9,1.03,"0"
"OH",510,3788567,165,0,209.4,273.8,150.2,12.8,0,0,0,67,35.6,89,23.27,88,6.76,1,3.46,"0"
"NV",415,4067844,148,0,279.3,201.6,280.8,7.9,2,0,0,104,47.48,87,17.14,99,12.64,2,2.13,"1"
"SC",415,4029173,99,0,174.1,99.1,211.6,7.7,2,0,0,102,29.6,118,8.42,126,9.52,2,2.08,"0"
"WV",415,3523440,123,0,175.7,184.6,156.9,9.1,2,0,0,78,29.87,96,15.69,92,7.06,2,2.46,"0"
"WY",415,3948861,151,0,170.2,187.5,119.5,4.3,0,0,0,89,28.93,83,15.94,100,5.38,3,1.16,"0"
"CA",408,3584036,185,0,139.6,250.2,158.1,10.8,1,0,0,92,23.73,115,21.27,79,7.11,4,2.92,"0"
"KS",415,3924680,65,34,208.8,142.1,214.6,12.5,4,0,1,119,35.5,106,12.08,87,9.66,4,3.38,"0"
"WY",510,3542762,58,0,210.1,248.9,158.6,14.4,4,0,0,126,35.72,108,21.16,88,7.14,2,3.89,"0"
"OK",415,3715811,104,0,113.6,158.6,187.7,10.5,2,0,0,87,19.31,98,13.48,87,8.45,6,2.84,"0"
"UT",415,3872014,44,0,202.6,163,268.1,8.3,0,0,0,89,34.44,96,13.86,151,12.06,3,2.24,"0"
"MA",408,4116598,58,0,174.4,265.8,182.4,0,4,0,0,112,29.65,122,22.59,87,8.21,0,0,"0"
"UT",415,3559356,108,0,210.6,164.2,201.4,9.4,0,0,0,117,35.8,103,13.96,68,9.06,5,2.54,"0"
"MN",510,4064720,132,0,121.5,253,195.7,10.7,1,0,0,88,20.66,124,21.51,120,8.81,4,2.89,"0"
"NE",415,3567239,80,0,127.8,181.6,197.3,15.9,2,0,0,67,21.73,112,15.44,63,8.88,2,4.29,"0"
"OH",415,3288747,162,0,135.2,242,246.9,10.2,2,0,0,98,22.98,107,20.57,96,11.11,2,2.75,"0"
"KY",510,3889464,110,0,99.4,275,212.1,16.7,2,0,0,62,16.9,86,23.38,94,9.54,3,4.51,"0"
"WA",415,4062866,96,0,276.9,246.9,254.4,10.3,1,0,0,105,47.07,94,20.99,107,11.45,3,2.78,"1"
"NY",408,3335729,168,0,163.4,240.1,164,11.6,2,0,0,134,27.78,87,20.41,147,7.38,2,3.13,"1"
"IN",510,3911499,72,0,287.4,235.3,292.1,5,4,0,0,116,48.86,126,20,114,13.14,3,1.35,"1"
"DC",510,3912231,170,0,184.1,204.9,224.3,9.8,2,0,0,106,31.3,70,17.42,133,10.09,3,2.65,"0"
"AK",510,3322275,71,0,185,232.5,191.1,14.9,3,0,0,84,31.45,129,19.76,82,8.6,4,4.02,"0"
"KS",415,3633486,68,0,207.6,251.6,191.6,10.9,2,0,0,68,35.29,123,21.39,100,8.62,6,2.94,"0"
"UT",415,4183181,97,0,209.2,0,175.4,11.8,1,0,0,134,35.56,0,0,94,7.89,6,3.19,"0"
"IL",510,3513316,98,0,158.4,306.6,144.2,2.1,1,1,0,71,26.93,66,26.06,93,6.49,4,0.57,"0"
"DC",408,3693626,24,0,149,131,238.6,8.6,2,0,0,73,25.33,81,11.14,69,10.74,3,2.32,"1"
"DC",510,3532763,136,0,204.5,208.8,224,9.8,0,0,0,63,34.77,95,17.75,119,10.08,2,2.65,"0"
"OK",408,3587165,44,0,288.8,175.9,215.4,9.5,0,0,0,86,49.1,87,14.95,106,9.69,2,2.57,"1"
"KY",415,3533223,96,40,108.6,206.4,126.3,13.4,0,0,1,90,18.46,154,17.54,118,5.68,4,3.62,"0"
"NE",415,3389044,31,0,97.5,260.4,88.7,7,1,0,0,129,16.58,78,22.13,100,3.99,5,1.89,"0"
"HI",415,3984431,24,0,156.2,90,205.1,7.3,1,0,0,104,26.55,101,7.65,116,9.23,5,1.97,"0"
"SC",415,4085601,112,31,225.2,256.8,249.7,11.5,4,0,1,89,38.28,117,21.83,87,11.24,1,3.11,"0"
"GA",415,3285188,117,0,287.4,259.6,153.2,10,1,1,0,118,48.86,84,22.07,86,6.89,3,2.7,"1"
"KS",415,3294474,137,19,175.3,241.3,211.4,7.8,0,0,1,96,29.8,146,20.51,109,9.51,2,2.11,"0"
"PA",408,3574573,136,0,102.1,219.5,73.7,9.8,0,0,0,75,17.36,97,18.66,92,3.32,5,2.65,"0"
"UT",415,3417112,95,0,157.9,259.6,230,14,0,0,0,103,26.84,90,22.07,117,10.35,2,3.78,"0"
"OR",415,4003147,82,19,146.5,246.4,199,4.1,1,0,1,73,24.91,65,20.94,114,8.96,4,1.11,"0"
"ND",415,3781936,145,0,245.8,286.7,240.7,9,1,0,0,116,41.79,91,24.37,115,10.83,13,2.43,"1"
"KY",415,3471640,56,0,177.7,215.6,236.7,10.5,1,1,0,114,30.21,110,18.33,67,10.65,5,2.84,"0"
"MN",408,3749531,155,0,250.8,152.5,148.1,10,2,1,0,146,42.64,105,12.96,104,6.66,5,2.7,"0"
"OH",408,3804374,133,0,117.8,199.2,244.1,11.8,0,0,0,100,20.03,105,16.93,119,10.98,4,3.19,"1"
"TX",415,3809409,53,0,119.7,189.7,256.2,12.9,2,0,0,113,20.35,84,16.12,108,11.53,7,3.48,"0"
